Name,Email,Age,Gender,Location,Item purchased,Purchased date,Category,Quantity,Price,Last purchase,Frequency of purchase,Preferred Brands,Discount sensitivity,Browsing history,Ratings
Tammy Lopez,fkelly@example.org,44,Female,North George,Doll,08-03-2024,Toys,4,46.87,13-11-2023,3,American Girl,Medium,"['Beauty', 'Toys', 'Sports & Outdoors', 'Sports & Outdoors']",3
Misty Fleming,rklein@example.org,44,Other,Christinaport,Skincare,20-06-2024,Beauty,3,368.54,27-02-2024,14,Neutrogena,High,"['Beauty', 'Health & Wellness']",2
Michael Clark,elizabeth42@example.com,63,Male,Port Thomasfurt,Washer,02-08-2024,Appliances,2,328.01,12-07-2024,8,LG,High,"['Furniture', 'Beauty']",3
Brooke Thompson,esingh@example.org,39,Male,Lake Christinaton,Supplements,01-04-2024,Health & Wellness,1,356.99,29-08-2023,16,Garden of Life,High,"['Home Improvement', 'Beauty', 'Toys']",1
Jacqueline Conner,ecarney@example.net,59,Other,North Michaelburgh,Doll,19-02-2024,Toys,2,286.57,05-04-2023,3,Barbie,High,"['Furniture', 'Furniture', 'Clothing', 'Furniture']",2
Clayton Lyons,christinesmith@example.net,62,Other,Sherrystad,Skincare,22-04-2024,Beauty,3,380.19,23-03-2024,8,Olay,Low,['Appliances'],2
Edwin Sandoval,butlerdaniel@example.org,53,Other,Lisafurt,Tool Set,20-03-2024,Home Improvement,3,11.01,04-11-2023,20,Stanley,Low,"['Furniture', 'Health & Wellness', 'Home Improvement', 'Appliances']",3
Diane Smith,salazarwillie@example.org,52,Other,Melissaburgh,Table,13-04-2024,Furniture,1,134.08,14-08-2023,13,Better Homes & Gardens,Medium,"['Appliances', 'Toys']",1
Tammy Nichols,joyhunt@example.org,49,Male,South Rodneybury,Washer,23-02-2024,Appliances,4,196.24,20-07-2023,19,GE,Medium,"['Clothing', 'Appliances', 'Furniture']",4
Angel Oliver,cunninghamamanda@example.org,49,Other,Ramirezton,Milk,30-01-2024,Groceries,4,264.83,14-06-2023,18,Horizon,High,['Beauty'],3
Charles Tate,kaiseraustin@example.com,65,Female,North Anthony,Fishing Rod,12-07-2024,Sports & Outdoors,1,129.57,22-04-2024,18,Shakespeare,High,['Health & Wellness'],3
Wanda Burke,taylorsara@example.org,57,Other,West Charles,Bed,28-01-2024,Furniture,3,342.49,31-10-2023,19,Better Homes & Gardens,Medium,['Home Improvement'],2
Larry Tucker,lawrence64@example.org,50,Male,Port Anthonyton,Smartphone,02-03-2024,Electronics,2,21.75,13-02-2024,4,Google,High,"['Clothing', 'Beauty', 'Furniture', 'Appliances']",5
Sean Dunn,dgreen@example.net,44,Female,New Michaelland,Shoes,16-03-2024,Clothing,5,291.92,26-05-2023,14,Puma,Low,"['Sports & Outdoors', 'Sports & Outdoors', 'Home Improvement']",5
Alicia Garcia,raymond70@example.net,63,Female,West Gregoryhaven,Smartphone,19-07-2024,Electronics,3,464.46,21-06-2024,11,Samsung,Medium,"['Groceries', 'Groceries', 'Groceries']",5
Mrs. Karen Williams,ffoster@example.org,48,Female,East Angelica,Doll,14-04-2024,Toys,4,207.7,19-12-2023,6,Barbie,Low,"['Beauty', 'Groceries', 'Clothing', 'Sports & Outdoors', 'Sports & Outdoors']",3
Jacob Li,daviddavis@example.com,30,Other,West Tylertown,Skincare,10-02-2024,Beauty,3,375.91,21-05-2023,12,Aveeno,Low,"['Appliances', 'Sports & Outdoors', 'Groceries', 'Sports & Outdoors', 'Toys']",1
Rachel Thornton,evansvictor@example.org,60,Male,Lake Courtneyland,Hair Care,08-03-2024,Beauty,4,470.1,26-08-2023,14,Pantene,High,"['Sports & Outdoors', 'Furniture']",3
John Brown,uflores@example.net,18,Male,Jacobberg,Fishing Rod,26-07-2024,Sports & Outdoors,3,489.15,19-08-2023,3,Penn,Medium,"['Electronics', 'Electronics', 'Health & Wellness', 'Toys', 'Furniture']",3
Jamie Atkins,edaniels@example.com,24,Male,Smithchester,Table,04-08-2024,Furniture,5,246.26,24-11-2023,10,Mainstays,High,"['Toys', 'Furniture', 'Clothing', 'Health & Wellness', 'Sports & Outdoors']",2
Craig Brady,cortezrichard@example.com,63,Other,West Joshuafort,Hair Care,12-02-2024,Beauty,3,208.48,03-08-2023,10,Herbal Essences,Medium,"['Electronics', 'Appliances', 'Clothing']",3
Breanna Walters,zgarza@example.org,50,Other,Port Meganland,Dryer,02-03-2024,Appliances,2,178.93,03-01-2024,5,LG,Medium,"['Health & Wellness', 'Home Improvement', 'Clothing', 'Health & Wellness', 'Home Improvement']",2
James Houston,unguyen@example.org,34,Male,Acostatown,Microwave,25-05-2024,Appliances,3,351.77,22-05-2024,2,LG,Medium,"['Health & Wellness', 'Electronics', 'Sports & Outdoors']",1
Pamela Campbell,anthonydeborah@example.net,33,Other,East Alexis,Pain Relief,25-01-2024,Health & Wellness,2,80.38,01-04-2023,3,Advil,Medium,"['Home Improvement', 'Clothing', 'Furniture', 'Groceries']",3
Jacqueline Dennis,maciasjennifer@example.org,63,Other,North Edwardburgh,Microwave,03-06-2024,Appliances,5,247.38,29-07-2023,12,Samsung,Low,"['Groceries', 'Beauty', 'Appliances']",3
Peter Santos,toniscott@example.com,45,Other,North Jerry,Lawn Mower,05-05-2024,Home Improvement,3,274.41,24-03-2024,2,John Deere,Low,"['Sports & Outdoors', 'Sports & Outdoors']",2
Ryan Jackson,jenniferwhite@example.com,20,Male,North Rhondabury,TV,21-04-2024,Electronics,4,189.34,19-05-2023,4,Vizio,High,"['Groceries', 'Electronics', 'Health & Wellness', 'Home Improvement']",1
Ashley Summers,sharvey@example.com,53,Other,South John,Doll,25-03-2024,Toys,5,197.14,28-07-2023,9,Barbie,High,"['Electronics', 'Furniture', 'Groceries', 'Electronics', 'Furniture']",3
Tyler Massey,michael54@example.net,32,Female,South Jerrystad,Tool Set,30-07-2024,Home Improvement,2,414.32,22-10-2023,7,Craftsman,Low,"['Toys', 'Appliances', 'Furniture', 'Electronics', 'Electronics']",4
Kimberly Horton,xpayne@example.com,23,Other,Robertsport,Refrigerator,23-02-2024,Appliances,5,429.4,11-07-2023,12,GE,High,['Sports & Outdoors'],3
Douglas Porter,knapplindsey@example.org,61,Other,Lake Bonnie,Refrigerator,04-02-2024,Appliances,5,155.78,25-05-2023,16,Whirlpool,Low,['Sports & Outdoors'],1
Kyle Thompson,millerdaniel@example.com,46,Male,Ballardmouth,Pain Relief,12-04-2024,Health & Wellness,3,74.41,22-02-2024,13,Tylenol,High,"['Toys', 'Beauty']",2
Jacob Jordan,halexander@example.org,38,Other,New Christopherhaven,Tool Set,06-07-2024,Home Improvement,4,259.15,30-05-2024,10,Husky,High,['Beauty'],5
Michael Wilson,williamsjonathan@example.net,61,Female,West Mikayla,Shirt,04-05-2024,Clothing,2,169.58,05-06-2023,20,Wrangler,High,['Sports & Outdoors'],5
Dana Howard,yharrison@example.net,61,Other,Port Mikaylashire,Makeup,20-01-2024,Beauty,2,464.41,09-06-2023,15,L'Oreal,Low,"['Health & Wellness', 'Sports & Outdoors']",4
Anthony Thomas,palmeramy@example.org,57,Female,Walkerfurt,Supplements,12-03-2024,Health & Wellness,5,137.32,07-12-2023,10,NOW Foods,Low,"['Beauty', 'Groceries', 'Groceries', 'Groceries']",1
Billy Perez,james28@example.org,43,Male,Johnsonland,First Aid,04-05-2024,Health & Wellness,4,126.37,11-05-2023,17,Neosporin,Medium,['Furniture'],4
Katherine Jenkins,fischermartha@example.com,37,Female,Hollowayview,Bed,03-08-2024,Furniture,4,432.85,12-11-2023,18,Mainstays,Low,"['Home Improvement', 'Health & Wellness']",3
Richard Cameron,morabrian@example.net,31,Other,Allenville,Tent,31-07-2024,Sports & Outdoors,4,102.75,21-02-2024,10,Coleman,High,['Electronics'],5
Chad Martinez,mollygomez@example.com,68,Female,Dawnton,Paint,02-02-2024,Home Improvement,5,198.88,04-07-2023,18,Sherwin-Williams,High,['Groceries'],5
Cheryl Jarvis,bryanbecker@example.net,49,Female,Briannamouth,Refrigerator,27-04-2024,Appliances,2,464.16,24-12-2023,18,Samsung,Low,['Toys'],4
Dr. Blake Suarez,owenmelissa@example.com,38,Female,Angelside,Refrigerator,13-01-2024,Appliances,3,403.72,05-01-2024,16,Whirlpool,Low,['Health & Wellness'],5
Randy Garcia,millergail@example.net,46,Male,Kingberg,Makeup,01-05-2024,Beauty,3,214.12,17-12-2023,17,Revlon,High,"['Groceries', 'Groceries', 'Clothing']",1
Sandra Miller,jasonhensley@example.net,59,Male,Rebeccamouth,Bread,16-01-2024,Groceries,2,9.36,07-01-2024,15,Nature's Own,High,"['Groceries', 'Toys']",3
Ariel Mcneil,pateljeffrey@example.net,26,Other,Lopezburgh,Skincare,29-06-2024,Beauty,4,19.64,25-09-2023,20,Aveeno,Medium,['Home Improvement'],1
Christopher Hansen,qcastro@example.net,29,Female,South Eric,Butter,24-02-2024,Groceries,4,307.09,06-01-2024,10,Land O'Lakes,Low,"['Furniture', 'Sports & Outdoors', 'Beauty', 'Sports & Outdoors']",3
Charles Blair,underwoodangela@example.com,38,Other,North Bradley,Lego,23-01-2024,Toys,5,378.59,23-03-2023,6,Lego,High,"['Furniture', 'Clothing', 'Clothing', 'Health & Wellness']",3
Jack Moss,lisa85@example.org,50,Female,West Brittany,Shoes,22-05-2024,Clothing,5,322.75,16-09-2023,12,Nike,Low,"['Appliances', 'Home Improvement', 'Clothing']",1
James Ewing,millermatthew@example.net,35,Male,Justinfurt,Lawn Mower,22-03-2024,Home Improvement,5,425.56,10-09-2023,4,Toro,High,['Home Improvement'],4
Kyle Frey,joshuaroth@example.org,19,Other,Hernandezland,Kayak,11-07-2024,Sports & Outdoors,5,171.15,24-03-2024,1,Intex,Medium,['Home Improvement'],3
Erik Strong,kimberlyhayden@example.net,41,Other,North Katie,Shirt,28-02-2024,Clothing,1,464.2,13-09-2023,16,Fruit of the Loom,Low,"['Clothing', 'Appliances', 'Clothing', 'Beauty', 'Beauty']",5
David Smith,sally07@example.org,69,Male,Richardsonstad,Bed,08-05-2024,Furniture,4,455.26,27-12-2023,5,Mainstays,High,"['Clothing', 'Clothing', 'Sports & Outdoors', 'Home Improvement']",4
Michael Mullen,jasminenelson@example.com,29,Other,Matthewville,Kayak,06-07-2024,Sports & Outdoors,1,262.74,21-12-2023,7,Pelican,Low,"['Groceries', 'Clothing', 'Electronics', 'Sports & Outdoors']",5
Jeremy Bennett,hollowaystephen@example.net,61,Male,Micheleton,Dryer,17-05-2024,Appliances,3,401.67,08-05-2024,18,Samsung,High,['Home Improvement'],5
Wesley Anderson,williamchaney@example.com,39,Female,New John,Vitamins,26-05-2024,Health & Wellness,3,457.84,25-04-2024,19,Vitafusion,Medium,"['Appliances', 'Appliances', 'Home Improvement', 'Beauty', 'Furniture']",2
Dan Garner,wallannette@example.net,50,Other,North Johnborough,Laptop,27-05-2024,Electronics,4,253.48,24-04-2024,14,Dell,Low,"['Furniture', 'Furniture', 'Clothing', 'Sports & Outdoors']",2
Robert Henderson,clarksarah@example.com,58,Male,New Rogerside,Shoes,17-02-2024,Clothing,3,57.66,18-09-2023,7,Nike,High,['Furniture'],5
Mr. Cody Lopez PhD,qcastaneda@example.org,45,Male,South Jameschester,Microwave,08-05-2024,Appliances,1,449.73,29-11-2023,19,GE,Low,"['Clothing', 'Clothing']",3
Melinda Mullen,rebeccawilliams@example.net,28,Other,East Kyle,Paint,06-03-2024,Home Improvement,2,91.86,07-10-2023,1,Valspar,High,['Clothing'],2
Jaime Rodriguez,dreynolds@example.com,59,Other,Austinmouth,Bed,27-02-2024,Furniture,5,74.23,02-05-2023,3,Better Homes & Gardens,Medium,['Health & Wellness'],3
Stephanie Farley,shelbyschultz@example.net,30,Female,Lake Mary,Bed,28-02-2024,Furniture,3,236.13,10-10-2023,13,DHP,Medium,"['Sports & Outdoors', 'Groceries', 'Clothing', 'Home Improvement', 'Toys']",3
Douglas Peterson,mistyyoung@example.org,49,Other,Stevenville,Bike,07-02-2024,Sports & Outdoors,1,436.3,31-05-2023,10,Mongoose,High,['Electronics'],2
William Santiago,hendersonvictoria@example.com,41,Male,Paynefort,Tool Set,03-08-2024,Home Improvement,4,45.74,14-10-2023,7,Stanley,High,"['Furniture', 'Toys']",5
Cody Espinoza,poncezachary@example.com,58,Female,West William,Kayak,19-02-2024,Sports & Outdoors,5,135.31,25-04-2023,6,Pelican,Medium,"['Furniture', 'Sports & Outdoors', 'Groceries', 'Furniture']",5
Abigail Patel,alanpeters@example.org,57,Female,Michelleburgh,Sofa,18-03-2024,Furniture,4,428.99,12-09-2023,5,DHP,High,"['Toys', 'Beauty', 'Electronics', 'Appliances']",1
Amanda James,hesskathleen@example.org,42,Other,South Joshua,Kayak,09-02-2024,Sports & Outdoors,1,152.11,03-08-2023,5,Lifetime,Low,"['Appliances', 'Sports & Outdoors']",3
Jennifer Vasquez,wheelerthomas@example.net,35,Male,Fosterside,Jeans,06-02-2024,Clothing,5,362.34,07-05-2023,2,Dickies,Low,"['Home Improvement', 'Beauty', 'Electronics', 'Toys']",3
Susan Foster,mary92@example.com,30,Other,East Amy,Hair Care,13-07-2024,Beauty,3,490.99,23-05-2024,17,Herbal Essences,Low,"['Health & Wellness', 'Appliances', 'Furniture']",4
Sylvia Bishop,krausedawn@example.net,45,Female,Lake Johnside,Kayak,17-01-2024,Sports & Outdoors,4,55.71,14-10-2023,5,Intex,High,"['Appliances', 'Groceries', 'Sports & Outdoors']",2
Suzanne Obrien,victoria85@example.com,43,Other,Petersport,Dryer,12-04-2024,Appliances,4,53.77,09-08-2023,14,GE,Medium,"['Sports & Outdoors', 'Health & Wellness']",5
Heather Morris,henry65@example.net,31,Male,Robertchester,Supplements,11-03-2024,Health & Wellness,4,441.84,18-10-2023,16,Garden of Life,Low,"['Electronics', 'Toys']",5
Curtis Diaz,savannah23@example.org,26,Female,Taylormouth,Smartphone,02-03-2024,Electronics,4,101.38,22-03-2023,3,Google,High,"['Appliances', 'Health & Wellness', 'Home Improvement']",5
Monica Goodwin,jeffery07@example.net,27,Other,East Williamside,Hair Care,13-06-2024,Beauty,1,310.52,27-07-2023,6,Pantene,Low,"['Clothing', 'Beauty', 'Appliances', 'Furniture', 'Sports & Outdoors']",3
Dawn Fuller,christinapadilla@example.net,31,Other,Williambury,Table,18-05-2024,Furniture,5,410.14,10-03-2024,6,Sauder,Low,['Sports & Outdoors'],1
Daniel Wilkins,wbrown@example.net,44,Female,Hillburgh,Doll,11-06-2024,Toys,5,76.64,20-04-2024,9,Disney,High,"['Toys', 'Furniture']",1
Kyle French,olivianguyen@example.net,35,Male,Kathrynmouth,Supplements,30-07-2024,Health & Wellness,5,363.63,02-04-2024,15,Nature Made,Low,"['Groceries', 'Furniture', 'Sports & Outdoors']",1
Christina Jensen,jtaylor@example.net,37,Other,West Travis,Kayak,05-07-2024,Sports & Outdoors,4,445.76,27-06-2024,16,Old Town,High,['Appliances'],2
Rachel Gardner,cartervirginia@example.com,49,Male,North Jennifer,Sofa,29-02-2024,Furniture,5,93.05,19-03-2023,18,Better Homes & Gardens,Low,"['Clothing', 'Appliances', 'Clothing', 'Electronics']",2
Mrs. Madison Black,whitelori@example.net,67,Other,Blackmouth,Fragrances,14-06-2024,Beauty,5,149,13-12-2023,18,Versace,Medium,"['Electronics', 'Electronics', 'Beauty']",1
Jill Weeks,ppowell@example.net,46,Male,Estradamouth,First Aid,10-04-2024,Health & Wellness,5,250.57,10-06-2023,6,Curad,Low,"['Home Improvement', 'Furniture']",4
Natasha Little,robert37@example.net,65,Male,Jamiemouth,Tool Set,18-04-2024,Home Improvement,1,434,18-02-2024,7,Craftsman,Low,"['Furniture', 'Sports & Outdoors', 'Toys', 'Electronics', 'Home Improvement']",4
Mr. William Parrish,eroberts@example.com,67,Female,Alexandraview,Fragrances,06-07-2024,Beauty,2,433.81,12-03-2024,5,Calvin Klein,Low,['Beauty'],2
John Larson,hensleyrita@example.org,46,Female,Katherineview,Drill,28-05-2024,Home Improvement,4,176.71,02-08-2023,16,Black+Decker,Medium,"['Electronics', 'Clothing', 'Clothing', 'Home Improvement', 'Home Improvement']",5
Marc Foster,heather39@example.com,49,Other,Lake Tommyhaven,Sofa,01-01-2024,Furniture,1,65.93,01-02-2023,7,Mainstays,High,"['Clothing', 'Sports & Outdoors', 'Home Improvement']",2
Daniel Brown PhD,jonesrobert@example.org,68,Female,North Jennyton,Tool Set,27-02-2024,Home Improvement,1,54.76,25-02-2024,15,Craftsman,High,"['Clothing', 'Electronics', 'Toys']",3
Jeremy Mcdonald,kgillespie@example.net,67,Other,Lake Kevin,Makeup,29-05-2024,Beauty,1,120.68,22-05-2024,18,Revlon,High,"['Furniture', 'Appliances', 'Sports & Outdoors', 'Sports & Outdoors', 'Sports & Outdoors']",1
Julie Price,henrypamela@example.net,51,Female,Angelaland,Tent,04-04-2024,Sports & Outdoors,2,440.77,03-05-2023,3,Ozark Trail,High,"['Clothing', 'Clothing', 'Beauty', 'Clothing']",5
Michelle Watts,itran@example.com,40,Other,Andersonland,Pain Relief,31-07-2024,Health & Wellness,1,453.95,16-02-2024,9,Tylenol,Medium,"['Home Improvement', 'Toys', 'Appliances']",5
Dennis West,bethandersen@example.org,55,Female,Robertsshire,Makeup,20-03-2024,Beauty,3,226.03,30-07-2023,7,Revlon,Medium,"['Home Improvement', 'Sports & Outdoors', 'Clothing', 'Electronics']",1
Kim Delgado,bdawson@example.net,49,Other,East Glennport,Jacket,08-06-2024,Clothing,5,309.67,26-12-2023,10,Columbia,High,"['Appliances', 'Groceries', 'Health & Wellness', 'Beauty']",2
Jeffrey Ward,melissadalton@example.org,40,Female,Owenmouth,Tent,17-07-2024,Sports & Outdoors,3,198.94,05-06-2024,20,Ozark Trail,Low,"['Home Improvement', 'Toys', 'Furniture', 'Health & Wellness']",4
Daniel Jenkins,lisa74@example.com,41,Male,Munozfort,Chair,05-06-2024,Furniture,1,485.61,16-04-2024,11,Mainstays,Medium,['Health & Wellness'],3
Danielle Smith,cmiller@example.net,59,Male,South Kathryn,Lawn Mower,22-01-2024,Home Improvement,5,313.97,17-04-2023,5,John Deere,High,['Appliances'],1
Jose Andrews,shirleyward@example.net,34,Other,Avilaview,Pain Relief,15-04-2024,Health & Wellness,3,383.24,12-01-2024,20,Tylenol,High,['Electronics'],1
Zachary Russo,jeremy43@example.net,65,Male,Port Carolhaven,Tent,12-02-2024,Sports & Outdoors,5,427.9,02-09-2023,2,ALPS Mountaineering,Medium,"['Health & Wellness', 'Health & Wellness', 'Appliances']",4
Elizabeth Harris,smithsteven@example.com,33,Other,Maddenville,Skincare,04-06-2024,Beauty,5,187.4,11-09-2023,4,Olay,Medium,"['Beauty', 'Groceries', 'Toys', 'Furniture']",3
Jill Williamson,jamesmorton@example.org,64,Female,South Brianamouth,Dryer,12-04-2024,Appliances,4,220.93,16-07-2023,8,LG,High,"['Appliances', 'Clothing', 'Appliances', 'Toys']",2
Diane Garcia,penningtonbenjamin@example.com,65,Other,Berryberg,Bed,18-05-2024,Furniture,3,390.32,23-12-2023,7,DHP,High,"['Health & Wellness', 'Health & Wellness', 'Furniture', 'Electronics', 'Appliances']",4
Mary Stuart,stacey54@example.org,38,Male,South Troychester,Chair,28-04-2024,Furniture,5,129.23,20-02-2024,5,Better Homes & Gardens,Low,"['Clothing', 'Health & Wellness']",3
Diane Stewart,goldenangela@example.org,32,Other,Port Jenniferhaven,Tool Set,10-05-2024,Home Improvement,2,485.36,23-07-2023,8,Kobalt,High,['Groceries'],5
Kevin Reed,maria84@example.net,49,Other,Michellechester,Supplements,17-03-2024,Health & Wellness,4,411.11,26-01-2024,9,Optimum Nutrition,Medium,"['Health & Wellness', 'Groceries', 'Toys', 'Electronics', 'Home Improvement']",5
Benjamin Villa,laura54@example.com,31,Other,South Jamie,Kayak,05-08-2024,Sports & Outdoors,4,230.68,21-02-2024,4,Old Town,Medium,['Toys'],1
Greg Hall,danielkelly@example.org,58,Other,New Michael,Doll,21-01-2024,Toys,2,171.36,08-05-2023,4,Barbie,Medium,"['Beauty', 'Sports & Outdoors', 'Clothing', 'Home Improvement', 'Health & Wellness']",2
Nicolas Carter,larry97@example.net,47,Female,Port Christine,First Aid,11-06-2024,Health & Wellness,2,448.41,10-07-2023,12,Curad,Low,"['Beauty', 'Beauty', 'Groceries', 'Electronics']",2
Harold Thornton,meltonterri@example.com,62,Female,East Phillip,Paint,17-03-2024,Home Improvement,1,387.9,23-04-2023,2,Behr,Low,"['Furniture', 'Appliances', 'Health & Wellness', 'Home Improvement']",3
Erika Dennis,brett72@example.com,21,Female,Jonesmouth,Drill,02-08-2024,Home Improvement,2,200.51,10-11-2023,1,DeWalt,Low,['Home Improvement'],3
John Flores,kthompson@example.net,69,Female,Jasminview,Jacket,21-01-2024,Clothing,5,467.13,19-10-2023,13,Carhartt,High,"['Beauty', 'Toys', 'Electronics', 'Furniture']",2
Chris Vaughn,xmiller@example.net,37,Male,North Lauren,Shoes,01-06-2024,Clothing,4,272.06,23-10-2023,15,Adidas,High,['Appliances'],4
Timothy Lewis,stevengraham@example.com,47,Other,Ericfurt,Bed,04-01-2024,Furniture,5,137.06,08-03-2023,10,Better Homes & Gardens,Medium,"['Electronics', 'Groceries', 'Groceries']",4
Carlos Howell,orichardson@example.org,70,Female,New Tara,Paint,03-03-2024,Home Improvement,4,74.86,19-11-2023,6,Sherwin-Williams,Low,"['Electronics', 'Groceries', 'Appliances']",2
Mrs. Jacqueline Taylor,william30@example.org,20,Male,Gilesstad,Tool Set,14-04-2024,Home Improvement,5,371.74,04-06-2023,12,Craftsman,High,"['Health & Wellness', 'Appliances', 'Beauty']",2
Matthew Walters,chadbecker@example.net,20,Female,Lake Eriktown,TV,05-04-2024,Electronics,5,410.18,16-11-2023,15,Samsung,High,"['Toys', 'Beauty', 'Appliances', 'Furniture']",2
Dawn Conley,nguyenmark@example.net,35,Other,Larryport,Refrigerator,04-04-2024,Appliances,5,138.02,20-01-2024,11,Samsung,High,"['Groceries', 'Sports & Outdoors', 'Electronics']",3
Eric Bradshaw,scottjohnson@example.com,59,Other,Richardsonport,Microwave,05-03-2024,Appliances,1,224.29,18-12-2023,6,Samsung,Medium,"['Groceries', 'Sports & Outdoors', 'Groceries', 'Electronics', 'Electronics']",4
Christopher Clay,adavis@example.com,39,Male,West Nicoleside,Jeans,05-01-2024,Clothing,2,51.3,03-06-2023,17,Wrangler,High,"['Sports & Outdoors', 'Appliances']",5
Carolyn Morales,gnelson@example.com,22,Female,West Maryhaven,Tool Set,03-02-2024,Home Improvement,3,146.82,26-10-2023,7,Craftsman,High,"['Beauty', 'Furniture', 'Beauty']",4
David Shea,iwade@example.com,36,Male,West Jeremiahshire,Tool Set,31-03-2024,Home Improvement,5,103.72,03-03-2024,7,Stanley,Low,"['Groceries', 'Home Improvement', 'Toys']",4
Tiffany Williams,james69@example.net,18,Other,North Charleshaven,Milk,11-02-2024,Groceries,4,204.56,12-11-2023,14,Horizon,Low,"['Appliances', 'Groceries', 'Toys']",4
Toni Robinson,zsantos@example.com,32,Male,Amytown,Hair Care,23-07-2024,Beauty,2,123.33,27-06-2024,16,Herbal Essences,Medium,"['Clothing', 'Beauty']",2
Jessica Rios,teresa45@example.com,55,Female,East Michael,Bread,26-02-2024,Groceries,1,67.12,30-08-2023,4,Wonder,Medium,"['Toys', 'Electronics', 'Beauty']",3
Anthony Woods,slong@example.com,41,Other,Taylorchester,Fragrances,08-04-2024,Beauty,5,351.32,30-10-2023,6,Versace,High,"['Beauty', 'Appliances', 'Beauty', 'Clothing']",4
Rachel Garza,scarpenter@example.org,60,Other,West Katherinetown,Fragrances,30-07-2024,Beauty,3,403.44,26-06-2024,15,Dolce & Gabbana,High,"['Furniture', 'Toys', 'Groceries', 'Health & Wellness']",3
John Shepard,brian61@example.net,66,Female,Lake Kenneth,Supplements,21-04-2024,Health & Wellness,3,209.74,20-05-2023,1,Nature Made,High,"['Health & Wellness', 'Clothing']",5
Angie Lewis,dgray@example.net,38,Male,East Timothychester,Lawn Mower,09-07-2024,Home Improvement,4,111.51,09-09-2023,4,Toro,Medium,"['Health & Wellness', 'Clothing', 'Beauty', 'Clothing', 'Home Improvement']",2
Jason Jackson,janice99@example.org,39,Male,Hansonville,Drill,22-01-2024,Home Improvement,1,402.34,18-09-2023,13,Black+Decker,High,"['Electronics', 'Sports & Outdoors', 'Appliances']",4
Gail Hernandez,kayla81@example.org,49,Female,Floresview,Shoes,28-05-2024,Clothing,2,30.5,03-10-2023,13,Puma,High,"['Furniture', 'Electronics', 'Beauty']",5
Douglas Moore,jacob47@example.net,69,Female,Johnfurt,Refrigerator,08-02-2024,Appliances,5,77.69,31-07-2023,19,Samsung,Medium,"['Electronics', 'Toys', 'Toys']",2
Joseph Campbell,barbaramcdaniel@example.com,62,Female,West Danielle,Vitamins,06-05-2024,Health & Wellness,4,77.2,26-08-2023,18,Nature's Bounty,Medium,"['Sports & Outdoors', 'Sports & Outdoors', 'Groceries', 'Electronics', 'Toys']",2
Donna Lawrence,lfigueroa@example.net,18,Other,Lake Kim,Milk,08-03-2024,Groceries,4,170.52,07-09-2023,7,Great Value,High,"['Electronics', 'Groceries', 'Beauty', 'Electronics']",5
Alicia Frazier,emendoza@example.net,23,Female,Frazierchester,Milk,04-07-2024,Groceries,3,402.85,17-03-2024,4,Fairlife,Low,"['Home Improvement', 'Sports & Outdoors', 'Beauty', 'Home Improvement']",2
Jason Barrett,david26@example.org,50,Female,Port Douglas,Jacket,08-01-2024,Clothing,1,144.09,23-12-2023,20,Carhartt,High,"['Beauty', 'Clothing', 'Home Improvement']",5
Allen Oliver,pbrown@example.org,19,Male,Port Davidside,Headphones,29-04-2024,Electronics,3,175.55,14-03-2024,14,JBL,Medium,"['Electronics', 'Beauty']",4
Shelley Zavala,elizabeth06@example.org,59,Female,South Robin,Lawn Mower,13-01-2024,Home Improvement,2,440.3,05-08-2023,19,Toro,Medium,"['Beauty', 'Sports & Outdoors']",1
Karen Garcia,hoffmansteven@example.com,49,Male,Bushchester,Table,29-02-2024,Furniture,1,475.4,30-12-2023,14,Better Homes & Gardens,Low,"['Toys', 'Electronics']",3
Diana Choi,smithkarina@example.com,67,Other,Jenniferberg,Butter,10-02-2024,Groceries,3,339.65,13-02-2023,4,Great Value,Low,"['Health & Wellness', 'Toys', 'Electronics', 'Electronics']",5
William Fowler,michealedwards@example.com,40,Female,East Heather,Table,17-05-2024,Furniture,1,168.33,12-06-2023,6,Better Homes & Gardens,Medium,"['Groceries', 'Clothing']",2
Jonathan Thomas,xpruitt@example.com,45,Male,Lake Brittney,Paint,20-05-2024,Home Improvement,1,122.89,07-04-2024,12,Valspar,Low,"['Toys', 'Sports & Outdoors', 'Home Improvement', 'Groceries']",1
Michelle Downs,wking@example.org,38,Male,Michaelstad,Makeup,31-05-2024,Beauty,5,469.96,25-09-2023,2,L'Oreal,Medium,['Toys'],5
Vickie Anderson,tjordan@example.net,52,Female,Cisneroshaven,Shoes,03-03-2024,Clothing,1,218.68,06-02-2024,2,Nike,Low,"['Beauty', 'Groceries', 'Home Improvement']",3
Janice Valenzuela,wsilva@example.net,50,Female,Lake Rhonda,Headphones,26-01-2024,Electronics,4,22.21,29-05-2023,7,Beats,High,"['Sports & Outdoors', 'Beauty', 'Beauty']",1
Carla Hess,tburnett@example.org,61,Female,North Brittany,Car,05-04-2024,Toys,5,269.37,21-08-2023,8,Disney,High,"['Clothing', 'Clothing']",3
Susan Williams,julie13@example.net,51,Other,Robertland,Supplements,31-07-2024,Health & Wellness,2,190.46,21-04-2024,19,Optimum Nutrition,High,"['Clothing', 'Appliances']",3
Thomas Ho,markavila@example.org,49,Female,New Edgarberg,Supplements,13-06-2024,Health & Wellness,3,368.13,24-06-2023,12,Garden of Life,High,['Groceries'],2
